timestamp,open,high,low,close,volume
2025-08-09 18:37:00+00:00,116684.888,116708.33,116675.3385,116708.33,0.0
2025-08-09 18:39:00+00:00,116632.35,116708.33,116632.35,116708.33,9.975e-05
2025-08-09 18:40:00+00:00,116692.405,116692.405,116670.6,116690.1,0.0
2025-08-09 18:43:00+00:00,116662.318,116682.16,116656.039,116665.2985,0.0
2025-08-09 18:44:00+00:00,116663.287,116669.425,116637.9,116657.771,0.0
2025-08-09 18:47:00+00:00,116624.0385,116633.505,116575.445,116575.445,0.0
2025-08-09 18:50:00+00:00,116612.2975,116612.2975,116612.2975,116612.2975,0.0
2025-08-09 18:51:00+00:00,116608.985,116657.47,116608.985,116608.985,5.031e-05
2025-08-09 18:52:00+00:00,116622.5,116697.745,116622.5,116697.745,0.0
2025-08-09 18:53:00+00:00,116665.96,116673.4025,116665.96,116673.4025,0.0
2025-08-09 18:55:00+00:00,116692.744,116692.744,116692.744,116692.744,0.0
2025-08-09 18:57:00+00:00,116665.02,116665.02,116665.02,116665.02,0.0
2025-08-09 18:59:00+00:00,116679.0905,116679.0905,116679.0905,116679.0905,0.0
2025-08-09 19:00:00+00:00,116750.441,116750.441,116662.0945,116677.545,6.5874e-05
2025-08-09 19:01:00+00:00,116656.715,116669.731,116656.715,116669.731,0.0
2025-08-09 19:02:00+00:00,116676.359,116683.0605,116661.295,116661.295,0.0
2025-08-09 19:03:00+00:00,116682.589,116682.589,116573.1,116669.6025,5.0184e-05
2025-08-09 19:05:00+00:00,116684.075,116684.075,116658.125,116658.125,0.0
2025-08-09 19:06:00+00:00,116690.31,116690.31,116690.31,116690.31,0.0
2025-08-09 19:07:00+00:00,116713.4525,116713.4525,116690.45,116690.45,0.0
2025-08-09 19:12:00+00:00,116742.25,116742.25,116742.25,116742.25,0.0
2025-08-09 19:14:00+00:00,116683.795,116683.795,116683.795,116683.795,0.0
2025-08-09 19:15:00+00:00,116783.39,116783.39,116654.495,116654.495,5.7e-05
2025-08-09 19:23:00+00:00,116613.3435,116632.6875,116613.3435,116632.6875,0.0
2025-08-09 19:24:00+00:00,116605.7585,116619.2,116586.445,116586.445,0.0
2025-08-09 19:25:00+00:00,116584.0005,116615.864,116584.0005,116601.82,0.0
2025-08-09 19:27:00+00:00,116513.74,116601.82,116513.74,116601.82,5.6857e-05
2025-08-09 19:28:00+00:00,116629.185,116644.72,116575.37,116644.72,0.000860976
2025-08-09 19:29:00+00:00,116707.45,116707.45,116633.235,116633.235,5.3762e-05
2025-08-09 19:31:00+00:00,116597.5785,116597.5785,116597.51,116597.51,0.0
2025-08-09 19:35:00+00:00,116612.578,116612.578,116612.578,116612.578,0.0
2025-08-09 19:37:00+00:00,116613.49,116613.49,116613.49,116613.49,0.0
2025-08-09 19:38:00+00:00,116604.997,116604.997,116604.997,116604.997,0.0
2025-08-09 19:39:00+00:00,116688.46,116688.46,116583.91,116583.91,2.7e-05
2025-08-09 19:44:00+00:00,116595.95,116595.95,116595.95,116595.95,0.0
2025-08-09 19:45:00+00:00,116615.33,116638.86,116615.33,116638.86,0.0
2025-08-09 19:47:00+00:00,116702.52,116702.52,116598.7915,116598.7915,0.000198346
2025-08-09 19:50:00+00:00,116664.353,116680.92,116557.6655,116577.935,0.001921867
2025-08-09 19:51:00+00:00,116671.3,116695.4,116489.606,116577.692,0.014923775
2025-08-09 19:52:00+00:00,116626.684,116690.967,116499.898,116586.9295,0.002433978
2025-08-09 19:56:00+00:00,116574.263,116574.263,116556.375,116556.375,0.0
2025-08-09 19:57:00+00:00,116562.26,116563.915,116542.2865,116542.2865,0.0
2025-08-09 19:59:00+00:00,116562.065,116568.7135,116508.5,116568.7135,9.634e-05
2025-08-09 20:03:00+00:00,116557.6195,116580.44,116551.849,116551.849,0.0
2025-08-09 20:04:00+00:00,116546.922,116546.922,116546.922,116546.922,0.0
2025-08-09 20:05:00+00:00,116560.8335,116568.1625,116560.8335,116568.1625,0.0
2025-08-09 20:06:00+00:00,116644.895,116644.895,116567.4,116567.4,2.15e-05
2025-08-09 20:10:00+00:00,116542.67,116618.9715,116542.67,116618.9715,0.0
2025-08-09 20:11:00+00:00,116583.375,116583.375,116583.375,116583.375,0.0
2025-08-09 20:13:00+00:00,116576.4285,116576.4285,116576.4285,116576.4285,0.0
2025-08-09 20:15:00+00:00,116504.3,116576.4285,116504.3,116564.76,0.001023061
2025-08-09 20:18:00+00:00,116478.52,116564.76,116478.52,116554.115,2.1446e-05
2025-08-09 20:20:00+00:00,116578.8665,116604.5795,116578.8665,116604.5795,0.0
2025-08-09 20:21:00+00:00,116577.467,116577.467,116577.467,116577.467,0.0
2025-08-09 20:25:00+00:00,116650.915,116715.6005,116650.915,116715.6005,0.0
2025-08-09 20:29:00+00:00,116744.285,116810.57,116744.285,116797.265,5.2036e-05
2025-08-09 20:30:00+00:00,116876.0,116876.0,116753.77,116753.77,3.379e-05
2025-08-09 20:31:00+00:00,116776.803,116776.803,116776.803,116776.803,0.0
2025-08-09 20:33:00+00:00,116855.506,116855.506,116770.9485,116770.9485,0.00271057
2025-08-09 20:35:00+00:00,116844.827,116844.827,116764.65,116764.65,0.001120577
